simulation,match_id,team_a,team_b,ga,gb,outcome,winner,loser
123,33,Tunisia,Japan,0,19,A,Japan,
123,34,Netherlands,Sweden,1,0,H,Netherlands,
123,35,Germany,Côte d'Ivoire,0,0,D,,
123,36,Ecuador,Curaçao,0,0,D,,
123,37,Spain,Saudi Arabia,2,0,H,Spain,
123,38,Belgium,Iran,2,2,D,,
123,39,Uruguay,Cabo Verde,3,2,H,Uruguay,
123,40,New Zealand,Egypt,2,1,H,New Zealand,
123,41,Argentina,Austria,0,5,A,Austria,
123,42,France,Iraq,1,3,A,Iraq,
123,43,Norway,Senegal,1,3,A,Senegal,
123,44,Jordan,Algeria,1,6,A,Algeria,
123,45,Portugal,Uzbekistan,1,1,D,,
123,46,England,Ghana,0,0,D,,
123,47,Panama,Croatia,0,4,A,Croatia,
123,48,Colombia,DR Congo,4,1,H,Colombia,
123,49,Switzerland,Canada,1,1,D,,
123,50,Bosnia and Herzegovina,Qatar,0,2,A,Qatar,
123,51,Scotland,Brazil,0,1,A,Brazil,
123,52,Morocco,Haiti,2,0,H,Morocco,
123,53,Czech Republic,Mexico,2,0,H,Czech Republic,
123,54,South Africa,South Korea,1,0,H,South Africa,
123,55,Curaçao,Côte d'Ivoire,2,3,A,Côte d'Ivoire,
123,56,Ecuador,Germany,1,2,A,Germany,
123,57,Japan,Sweden,0,1,A,Sweden,
123,58,Tunisia,Netherlands,1,2,A,Netherlands,
123,59,USA,Turkey,2,3,A,Turkey,
123,60,Paraguay,Australia,1,2,A,Australia,
123,61,Norway,France,2,1,H,Norway,
123,62,Senegal,Iraq,1,0,H,Senegal,
123,63,Cabo Verde,Saudi Arabia,0,1,A,Saudi Arabia,
123,64,Uruguay,Spain,1,2,A,Spain,
123,65,Egypt,Iran,5,0,H,Egypt,
123,66,New Zealand,Belgium,0,1,A,Belgium,
123,67,Panama,England,3,2,H,Panama,
123,68,Croatia,Ghana,3,2,H,Croatia,
123,69,Colombia,Portugal,1,1,D,,
123,70,DR Congo,Uzbekistan,1,3,A,Uzbekistan,
123,71,Algeria,Austria,1,1,D,,
123,72,Jordan,Argentina,1,3,A,Argentina,
123,73,Mexico,Canada,1,1,D,Canada,Mexico
123,74,Morocco,Netherlands,1,1,D,Netherlands,Morocco
123,75,Côte d'Ivoire,Haiti,2,4,A,Haiti,Côte d'Ivoire
123,76,Japan,Brazil,0,1,A,Brazil,Japan
123,77,Germany,Iraq,0,0,D,Germany,Iraq
123,78,Senegal,Saudi Arabia,1,1,D,Senegal,Saudi Arabia
123,79,Czech Republic,Norway,4,0,H,Czech Republic,Norway
123,80,Croatia,Algeria,0,0,D,Croatia,Algeria
123,81,Belgium,South Africa,1,1,D,Belgium,South Africa
123,82,Australia,Bosnia and Herzegovina,0,3,A,Bosnia and Herzegovina,Australia
123,83,Uzbekistan,Ghana,4,0,H,Uzbekistan,Ghana
123,84,Spain,Austria,5,0,H,Spain,Austria
123,85,Qatar,Iran,1,1,D,Qatar,Iran
123,86,Paraguay,Egypt,1,1,D,Paraguay,Egypt
123,87,Argentina,Uruguay,0,2,A,Uruguay,Argentina
123,88,Colombia,Turkey,3,0,H,Colombia,Turkey
123,89,Canada,Haiti,0,0,D,Canada,Haiti
123,90,Netherlands,Germany,1,7,A,Germany,Netherlands
123,91,Brazil,Senegal,0,0,D,Senegal,Brazil
123,92,Czech Republic,Croatia,3,3,D,Croatia,Czech Republic
123,93,Uzbekistan,Spain,1,1,D,Spain,Uzbekistan
123,94,Belgium,Bosnia and Herzegovina,2,0,H,Belgium,Bosnia and Herzegovina
123,95,Paraguay,Colombia,1,3,A,Colombia,Paraguay
123,96,Qatar,Uruguay,1,0,H,Qatar,Uruguay
123,97,Canada,Germany,0,0,D,Canada,Germany
123,98,Spain,Belgium,3,0,H,Spain,Belgium
123,99,Senegal,Croatia,3,1,H,Senegal,Croatia
123,100,Colombia,Qatar,1,0,H,Colombia,Qatar
123,101,Canada,Spain,1,1,D,Spain,Canada
123,102,Senegal,Colombia,0,2,A,Colombia,Senegal
123,103,Canada,Senegal,5,0,H,Canada,Senegal
123,104,Spain,Colombia,0,0,D,Spain,Colombia
124,1,Mexico,South Africa,2,0,H,Mexico,
124,2,South Korea,Czech Republic,0,0,D,,
124,3,Canada,Bosnia and Herzegovina,1,2,A,Bosnia and Herzegovina,
124,4,USA,Paraguay,1,1,D,,
124,5,Australia,Turkey,1,2,A,Turkey,
124,6,Qatar,Switzerland,1,2,A,Switzerland,
124,7,Brazil,Morocco,2,2,D,,
124,8,Haiti,Scotland,1,2,A,Scotland,
124,9,Germany,Curaçao,4,0,H,Germany,
124,10,Netherlands,Japan,1,1,D,,
124,11,Côte d'Ivoire,Ecuador,0,1,A,Ecuador,
124,12,Sweden,Tunisia,1,2,A,Tunisia,
124,13,Spain,Cabo Verde,2,1,H,Spain,
124,14,Belgium,Egypt,1,2,A,Egypt,
124,15,Saudi Arabia,Uruguay,0,3,A,Uruguay,
124,16,Iran,New Zealand,2,2,D,,
124,17,Austria,Jordan,0,0,D,,
124,18,France,Senegal,4,0,H,France,
124,19,Iraq,Norway,0,1,A,Norway,
124,20,Argentina,Algeria,3,0,H,Argentina,
124,21,Portugal,DR Congo,0,0,D,,
124,22,England,Croatia,0,0,D,,
124,23,Ghana,Panama,1,2,A,Panama,
124,24,Uzbekistan,Colombia,1,0,H,Uzbekistan,
124,25,Czech Republic,South Africa,1,1,D,,
124,26,Switzerland,Bosnia and Herzegovina,4,1,H,Switzerland,
124,27,Canada,Qatar,2,0,H,Canada,
124,28,Mexico,South Korea,4,0,H,Mexico,
124,29,Turkey,Paraguay,1,1,D,,
124,30,USA,Australia,0,0,D,,
124,31,Scotland,Morocco,0,0,D,,
124,32,Brazil,Haiti,3,1,H,Brazil,
124,33,Tunisia,Japan,0,0,D,,
124,34,Netherlands,Sweden,7,1,H,Netherlands,
124,35,Germany,Côte d'Ivoire,3,2,H,Germany,
124,36,Ecuador,Curaçao,4,1,H,Ecuador,
124,37,Spain,Saudi Arabia,1,1,D,,
124,38,Belgium,Iran,6,2,H,Belgium,
124,39,Uruguay,Cabo Verde,1,0,H,Uruguay,
124,40,New Zealand,Egypt,0,1,A,Egypt,
124,41,Argentina,Austria,1,2,A,Austria,
124,42,France,Iraq,5,1,H,France,
124,43,Norway,Senegal,0,1,A,Senegal,
124,44,Jordan,Algeria,0,1,A,Algeria,
124,45,Portugal,Uzbekistan,0,5,A,Uzbekistan,
124,46,England,Ghana,3,0,H,England,
124,47,Panama,Croatia,1,4,A,Croatia,
124,48,Colombia,DR Congo,2,1,H,Colombia,
124,49,Switzerland,Canada,0,0,D,,
124,50,Bosnia and Herzegovina,Qatar,2,1,H,Bosnia and Herzegovina,
124,51,Scotland,Brazil,2,1,H,Scotland,
124,52,Morocco,Haiti,2,0,H,Morocco,
124,53,Czech Republic,Mexico,0,1,A,Mexico,
124,54,South Africa,South Korea,0,2,A,South Korea,
124,55,Curaçao,Côte d'Ivoire,1,2,A,Côte d'Ivoire,
124,56,Ecuador,Germany,1,1,D,,
124,57,Japan,Sweden,0,1,A,Sweden,
124,58,Tunisia,Netherlands,1,0,H,Tunisia,
124,59,USA,Turkey,6,0,H,USA,
124,60,Paraguay,Australia,0,1,A,Australia,
124,61,Norway,France,2,4,A,France,
124,62,Senegal,Iraq,1,1,D,,
124,63,Cabo Verde,Saudi Arabia,0,2,A,Saudi Arabia,
124,64,Uruguay,Spain,0,1,A,Spain,
124,65,Egypt,Iran,0,0,D,,
124,66,New Zealand,Belgium,0,2,A,Belgium,
124,67,Panama,England,0,1,A,England,
124,68,Croatia,Ghana,2,2,D,,
124,69,Colombia,Portugal,0,0,D,,
124,70,DR Congo,Uzbekistan,0,3,A,Uzbekistan,
124,71,Algeria,Austria,2,2,D,,
124,72,Jordan,Argentina,0,10,A,Argentina,
124,73,South Korea,Bosnia and Herzegovina,2,2,D,Bosnia and Herzegovina,South Korea
124,74,Scotland,Netherlands,0,0,D,Scotland,Netherlands
124,75,Germany,Brazil,0,2,A,Brazil,Germany
124,76,Tunisia,Morocco,1,1,D,Morocco,Tunisia
124,77,Ecuador,Senegal,2,4,A,Senegal,Ecuador
124,78,France,Turkey,2,2,D,France,Turkey
124,79,Mexico,Saudi Arabia,0,0,D,Mexico,Saudi Arabia
124,80,England,Côte d'Ivoire,3,2,H,England,Côte d'Ivoire
124,81,Egypt,Norway,2,0,H,Egypt,Norway
124,82,USA,Canada,2,3,A,Canada,USA
124,83,Colombia,Croatia,0,0,D,Croatia,Colombia
124,84,Spain,Austria,0,0,D,Spain,Austria
124,85,Switzerland,Algeria,0,0,D,Switzerland,Algeria
124,86,Australia,Belgium,3,0,H,Australia,Belgium
124,87,Argentina,Uruguay,1,1,D,Argentina,Uruguay
124,88,Uzbekistan,Panama,1,5,A,Panama,Uzbekistan
124,89,Bosnia and Herzegovina,Brazil,0,2,A,Brazil,Bosnia and Herzegovina
124,90,Scotland,Senegal,0,0,D,Senegal,Scotland
124,91,Morocco,France,1,2,A,France,Morocco
124,92,Mexico,England,1,1,D,Mexico,England
124,93,Croatia,Spain,1,3,A,Spain,Croatia
124,94,Egypt,Canada,1,1,D,Canada,Egypt
124,95,Australia,Panama,0,0,D,Australia,Panama
124,96,Switzerland,Argentina,4,3,H,Switzerland,Argentina
124,97,Brazil,Senegal,0,2,A,Senegal,Brazil
124,98,Spain,Canada,2,0,H,Spain,Canada
124,99,France,Mexico,1,0,H,France,Mexico
124,100,Australia,Switzerland,1,1,D,Switzerland,Australia
124,101,Senegal,Spain,0,0,D,Spain,Senegal
124,102,France,Switzerland,2,0,H,France,Switzerland
124,103,Senegal,Switzerland,2,2,D,Switzerland,Senegal
124,104,Spain,France,2,2,D,Spain,France
125,1,Mexico,South Africa,2,0,H,Mexico,
125,2,South Korea,Czech Republic,1,1,D,,
125,3,Canada,Bosnia and Herzegovina,2,0,H,Canada,
125,4,USA,Paraguay,2,1,H,USA,
125,5,Australia,Turkey,2,3,A,Turkey,
125,6,Qatar,Switzerland,0,2,A,Switzerland,
125,7,Brazil,Morocco,1,1,D,,
125,8,Haiti,Scotland,1,2,A,Scotland,
125,9,Germany,Curaçao,2,5,A,Curaçao,
125,10,Netherlands,Japan,3,2,H,Netherlands,
125,11,Côte d'Ivoire,Ecuador,0,4,A,Ecuador,
125,12,Sweden,Tunisia,0,2,A,Tunisia,
125,13,Spain,Cabo Verde,2,0,H,Spain,
125,14,Belgium,Egypt,0,4,A,Egypt,
125,15,Saudi Arabia,Uruguay,1,1,D,,
125,16,Iran,New Zealand,1,0,H,Iran,
125,17,Austria,Jordan,2,0,H,Austria,
125,18,France,Senegal,5,1,H,France,
125,19,Iraq,Norway,0,0,D,,
125,20,Argentina,Algeria,4,0,H,Argentina,
125,21,Portugal,DR Congo,1,0,H,Portugal,
125,22,England,Croatia,2,2,D,,
125,23,Ghana,Panama,0,1,A,Panama,
125,24,Uzbekistan,Colombia,3,1,H,Uzbekistan,
125,25,Czech Republic,South Africa,1,2,A,South Africa,
125,26,Switzerland,Bosnia and Herzegovina,0,2,A,Bosnia and Herzegovina,
125,27,Canada,Qatar,1,0,H,Canada,
125,28,Mexico,South Korea,1,0,H,Mexico,
125,29,Turkey,Paraguay,3,1,H,Turkey,
125,30,USA,Australia,1,1,D,,
125,31,Scotland,Morocco,0,1,A,Morocco,
125,32,Brazil,Haiti,3,0,H,Brazil,
125,33,Tunisia,Japan,4,0,H,Tunisia,
125,34,Netherlands,Sweden,1,1,D,,
125,35,Germany,Côte d'Ivoire,0,0,D,,
125,36,Ecuador,Curaçao,4,1,H,Ecuador,
125,37,Spain,Saudi Arabia,3,2,H,Spain,
125,38,Belgium,Iran,2,1,H,Belgium,
125,39,Uruguay,Cabo Verde,2,1,H,Uruguay,
125,40,New Zealand,Egypt,1,5,A,Egypt,
125,41,Argentina,Austria,2,2,D,,
125,42,France,Iraq,3,2,H,France,
125,43,Norway,Senegal,6,0,H,Norway,
125,44,Jordan,Algeria,0,3,A,Algeria,
125,45,Portugal,Uzbekistan,1,0,H,Portugal,
125,46,England,Ghana,1,1,D,,
125,47,Panama,Croatia,2,1,H,Panama,
125,48,Colombia,DR Congo,1,1,D,,
125,49,Switzerland,Canada,1,1,D,,
125,50,Bosnia and Herzegovina,Qatar,3,0,H,Bosnia and Herzegovina,
125,51,Scotland,Brazil,1,1,D,,
125,52,Morocco,Haiti,2,2,D,,
125,53,Czech Republic,Mexico,0,5,A,Mexico,
125,54,South Africa,South Korea,0,1,A,South Korea,
125,55,Curaçao,Côte d'Ivoire,4,0,H,Curaçao,
125,56,Ecuador,Germany,2,2,D,,
125,57,Japan,Sweden,3,0,H,Japan,
125,58,Tunisia,Netherlands,2,4,A,Netherlands,
125,59,USA,Turkey,1,1,D,,
125,60,Paraguay,Australia,2,2,D,,
125,61,Norway,France,0,0,D,,
125,62,Senegal,Iraq,0,0,D,,
125,63,Cabo Verde,Saudi Arabia,5,0,H,Cabo Verde,
125,64,Uruguay,Spain,0,1,A,Spain,
125,65,Egypt,Iran,1,2,A,Iran,
125,66,New Zealand,Belgium,1,3,A,Belgium,
125,67,Panama,England,1,7,A,England,
125,68,Croatia,Ghana,1,0,H,Croatia,
125,69,Colombia,Portugal,0,0,D,,
125,70,DR Congo,Uzbekistan,0,2,A,Uzbekistan,
125,71,Algeria,Austria,2,2,D,,
125,72,Jordan,Argentina,0,4,A,Argentina,
125,73,South Korea,Bosnia and Herzegovina,7,2,H,South Korea,Bosnia and Herzegovina
125,74,Brazil,Tunisia,2,0,H,Brazil,Tunisia
125,75,Ecuador,South Africa,3,0,H,Ecuador,South Africa
125,76,Netherlands,Morocco,1,0,H,Netherlands,Morocco
125,77,Curaçao,Norway,3,0,H,Curaçao,Norway
125,78,France,Japan,0,0,D,Japan,France
125,79,Mexico,Scotland,0,0,D,Scotland,Mexico
125,80,Panama,Algeria,0,0,D,Algeria,Panama
125,81,Egypt,Cabo Verde,1,2,A,Cabo Verde,Egypt
125,82,Turkey,Switzerland,1,2,A,Switzerland,Turkey
125,83,Uzbekistan,England,2,1,H,Uzbekistan,England
125,84,Spain,Austria,1,1,D,Spain,Austria
125,85,Canada,Belgium,2,1,H,Canada,Belgium
125,86,USA,Iran,0,3,A,Iran,USA
125,87,Argentina,Uruguay,1,0,H,Argentina,Uruguay
125,88,Portugal,Croatia,2,2,D,Croatia,Portugal
125,89,South Korea,Ecuador,2,4,A,Ecuador,South Korea
125,90,Brazil,Curaçao,2,0,H,Brazil,Curaçao
125,91,Netherlands,Japan,3,1,H,Netherlands,Japan
125,92,Scotland,Algeria,4,2,H,Scotland,Algeria
125,93,Uzbekistan,Spain,1,1,D,Spain,Uzbekistan
125,94,Cabo Verde,Switzerland,1,2,A,Switzerland,Cabo Verde
125,95,Iran,Croatia,1,1,D,Iran,Croatia
125,96,Canada,Argentina,1,0,H,Canada,Argentina
125,97,Ecuador,Brazil,1,2,A,Brazil,Ecuador
125,98,Spain,Switzerland,2,1,H,Spain,Switzerland
125,99,Netherlands,Scotland,0,0,D,Netherlands,Scotland
125,100,Iran,Canada,1,4,A,Canada,Iran
125,101,Brazil,Spain,4,4,D,Spain,Brazil
125,102,Netherlands,Canada,0,2,A,Canada,Netherlands
125,103,Brazil,Netherlands,7,0,H,Brazil,Netherlands
125,104,Spain,Canada,3,2,H,Spain,Canada
126,1,Mexico,South Africa,3,0,H,Mexico,
126,2,South Korea,Czech Republic,2,2,D,,
126,3,Canada,Bosnia and Herzegovina,2,0,H,Canada,
126,4,USA,Paraguay,1,2,A,Paraguay,
126,5,Australia,Turkey,2,3,A,Turkey,
126,6,Qatar,Switzerland,1,1,D,,
126,7,Brazil,Morocco,6,0,H,Brazil,
126,8,Haiti,Scotland,0,1,A,Scotland,
126,9,Germany,Curaçao,1,1,D,,
126,10,Netherlands,Japan,0,5,A,Japan,
126,11,Côte d'Ivoire,Ecuador,2,3,A,Ecuador,
126,12,Sweden,Tunisia,1,2,A,Tunisia,
126,13,Spain,Cabo Verde,4,0,H,Spain,
126,14,Belgium,Egypt,1,1,D,,
126,15,Saudi Arabia,Uruguay,1,2,A,Uruguay,
126,16,Iran,New Zealand,0,2,A,New Zealand,
126,17,Austria,Jordan,0,6,A,Jordan,
126,18,France,Senegal,1,0,H,France,
126,19,Iraq,Norway,0,2,A,Norway,
126,20,Argentina,Algeria,1,4,A,Algeria,
126,21,Portugal,DR Congo,1,1,D,,
126,22,England,Croatia,0,1,A,Croatia,
126,23,Ghana,Panama,0,0,D,,
126,24,Uzbekistan,Colombia,0,2,A,Colombia,
126,25,Czech Republic,South Africa,3,3,D,,
126,26,Switzerland,Bosnia and Herzegovina,3,1,H,Switzerland,
126,27,Canada,Qatar,4,2,H,Canada,
126,28,Mexico,South Korea,1,1,D,,
126,29,Turkey,Paraguay,2,2,D,,
126,30,USA,Australia,1,2,A,Australia,
126,31,Scotland,Morocco,0,2,A,Morocco,
126,32,Brazil,Haiti,3,1,H,Brazil,
126,33,Tunisia,Japan,3,0,H,Tunisia,
126,34,Netherlands,Sweden,0,1,A,Sweden,
126,35,Germany,Côte d'Ivoire,0,0,D,,
126,36,Ecuador,Curaçao,2,1,H,Ecuador,
126,37,Spain,Saudi Arabia,1,0,H,Spain,
126,38,Belgium,Iran,0,0,D,,
126,39,Uruguay,Cabo Verde,1,1,D,,
126,40,New Zealand,Egypt,0,2,A,Egypt,
126,41,Argentina,Austria,2,0,H,Argentina,
126,42,France,Iraq,0,5,A,Iraq,
126,43,Norway,Senegal,0,0,D,,
126,44,Jordan,Algeria,0,0,D,,
126,45,Portugal,Uzbekistan,1,1,D,,
126,46,England,Ghana,2,2,D,,
126,47,Panama,Croatia,1,4,A,Croatia,
126,48,Colombia,DR Congo,3,0,H,Colombia,
126,49,Switzerland,Canada,3,1,H,Switzerland,
126,50,Bosnia and Herzegovina,Qatar,6,0,H,Bosnia and Herzegovina,
126,51,Scotland,Brazil,2,3,A,Brazil,
126,52,Morocco,Haiti,2,2,D,,
126,53,Czech Republic,Mexico,2,4,A,Mexico,
126,54,South Africa,South Korea,1,2,A,South Korea,
126,55,Curaçao,Côte d'Ivoire,0,2,A,Côte d'Ivoire,
126,56,Ecuador,Germany,2,1,H,Ecuador,
126,57,Japan,Sweden,2,0,H,Japan,
126,58,Tunisia,Netherlands,3,0,H,Tunisia,
126,59,USA,Turkey,1,3,A,Turkey,
126,60,Paraguay,Australia,0,0,D,,
126,61,Norway,France,1,1,D,,
126,62,Senegal,Iraq,2,2,D,,
126,63,Cabo Verde,Saudi Arabia,1,1,D,,
126,64,Uruguay,Spain,0,2,A,Spain,
126,65,Egypt,Iran,1,2,A,Iran,
126,66,New Zealand,Belgium,0,0,D,,
126,67,Panama,England,0,0,D,,
126,68,Croatia,Ghana,1,1,D,,
126,69,Colombia,Portugal,1,1,D,,
126,70,DR Congo,Uzbekistan,3,1,H,DR Congo,
126,71,Algeria,Austria,0,0,D,,
126,72,Jordan,Argentina,0,1,A,Argentina,
126,73,South Korea,Canada,0,1,A,Canada,South Korea
126,74,Brazil,Japan,2,0,H,Brazil,Japan
126,75,Ecuador,Bosnia and Herzegovina,0,0,D,Ecuador,Bosnia and Herzegovina
126,76,Tunisia,Morocco,1,1,D,Tunisia,Morocco
126,77,Côte d'Ivoire,Iraq,1,3,A,Iraq,Côte d'Ivoire
126,78,Norway,Scotland,0,0,D,Norway,Scotland
126,79,Mexico,France,0,0,D,Mexico,France
126,80,Croatia,Portugal,0,0,D,Croatia,Portugal
126,81,Egypt,Jordan,1,2,A,Jordan,Egypt
126,82,Turkey,Sweden,1,4,A,Sweden,Turkey
126,83,DR Congo,Ghana,1,1,D,Ghana,DR Congo
126,84,Spain,Algeria,1,1,D,Spain,Algeria
126,85,Switzerland,Iran,5,0,H,Switzerland,Iran
126,86,Paraguay,New Zealand,0,0,D,Paraguay,New Zealand
126,87,Argentina,Uruguay,2,1,H,Argentina,Uruguay
126,88,Colombia,Australia,1,2,A,Australia,Colombia
126,89,Canada,Ecuador,0,0,D,Ecuador,Canada
126,90,Brazil,Iraq,5,0,H,Brazil,Iraq
126,91,Tunisia,Norway,2,0,H,Tunisia,Norway
126,92,Mexico,Croatia,0,5,A,Croatia,Mexico
126,93,Ghana,Spain,0,1,A,Spain,Ghana
126,94,Jordan,Sweden,0,0,D,Jordan,Sweden
126,95,Paraguay,Australia,1,3,A,Australia,Paraguay
126,96,Switzerland,Argentina,2,2,D,Argentina,Switzerland
126,97,Ecuador,Brazil,0,0,D,Brazil,Ecuador
126,98,Spain,Jordan,1,0,H,Spain,Jordan
126,99,Tunisia,Croatia,1,2,A,Croatia,Tunisia
126,100,Australia,Argentina,0,3,A,Argentina,Australia
126,101,Brazil,Spain,0,1,A,Spain,Brazil
126,102,Croatia,Argentina,0,2,A,Argentina,Croatia
126,103,Brazil,Croatia,0,0,D,Croatia,Brazil
126,104,Spain,Argentina,1,1,D,Argentina,Spain
127,1,Mexico,South Africa,2,0,H,Mexico,
127,2,South Korea,Czech Republic,2,0,H,South Korea,
127,3,Canada,Bosnia and Herzegovina,2,0,H,Canada,
127,4,USA,Paraguay,0,1,A,Paraguay,
127,5,Australia,Turkey,2,3,A,Turkey,
127,6,Qatar,Switzerland,1,0,H,Qatar,
127,7,Brazil,Morocco,1,1,D,,
127,8,Haiti,Scotland,1,2,A,Scotland,
127,9,Germany,Curaçao,1,1,D,,
127,10,Netherlands,Japan,2,2,D,,
127,11,Côte d'Ivoire,Ecuador,1,2,A,Ecuador,
127,12,Sweden,Tunisia,4,1,H,Sweden,
127,13,Spain,Cabo Verde,1,0,H,Spain,
127,14,Belgium,Egypt,0,0,D,,
127,15,Saudi Arabia,Uruguay,4,1,H,Saudi Arabia,
127,16,Iran,New Zealand,2,0,H,Iran,
127,17,Austria,Jordan,3,0,H,Austria,
127,18,France,Senegal,2,1,H,France,
127,19,Iraq,Norway,3,1,H,Iraq,
127,20,Argentina,Algeria,5,1,H,Argentina,
127,21,Portugal,DR Congo,7,0,H,Portugal,
127,22,England,Croatia,1,1,D,,
127,23,Ghana,Panama,0,2,A,Panama,
127,24,Uzbekistan,Colombia,0,0,D,,
127,25,Czech Republic,South Africa,0,0,D,,
127,26,Switzerland,Bosnia and Herzegovina,4,1,H,Switzerland,
127,27,Canada,Qatar,1,1,D,,
127,28,Mexico,South Korea,1,1,D,,
127,29,Turkey,Paraguay,0,1,A,Paraguay,
127,30,USA,Australia,1,1,D,,
127,31,Scotland,Morocco,1,1,D,,
127,32,Brazil,Haiti,1,0,H,Brazil,
127,33,Tunisia,Japan,2,1,H,Tunisia,
127,34,Netherlands,Sweden,0,1,A,Sweden,
127,35,Germany,Côte d'Ivoire,1,0,H,Germany,
127,36,Ecuador,Curaçao,3,1,H,Ecuador,
127,37,Spain,Saudi Arabia,2,1,H,Spain,
127,38,Belgium,Iran,0,5,A,Iran,
127,39,Uruguay,Cabo Verde,5,0,H,Uruguay,
127,40,New Zealand,Egypt,0,1,A,Egypt,
127,41,Argentina,Austria,2,3,A,Austria,
127,42,France,Iraq,2,2,D,,
127,43,Norway,Senegal,2,0,H,Norway,
127,44,Jordan,Algeria,0,0,D,,
127,45,Portugal,Uzbekistan,3,3,D,,
127,46,England,Ghana,2,0,H,England,
127,47,Panama,Croatia,1,3,A,Croatia,
127,48,Colombia,DR Congo,1,0,H,Colombia,
127,49,Switzerland,Canada,7,0,H,Switzerland,
127,50,Bosnia and Herzegovina,Qatar,1,2,A,Qatar,
127,51,Scotland,Brazil,0,2,A,Brazil,
127,52,Morocco,Haiti,2,2,D,,
127,53,Czech Republic,Mexico,1,1,D,,
127,54,South Africa,South Korea,1,1,D,,
127,55,Curaçao,Côte d'Ivoire,0,0,D,,
127,56,Ecuador,Germany,0,2,A,Germany,
127,57,Japan,Sweden,1,0,H,Japan,
127,58,Tunisia,Netherlands,5,0,H,Tunisia,
127,59,USA,Turkey,0,0,D,,
127,60,Paraguay,Australia,0,0,D,,
127,61,Norway,France,0,3,A,France,
127,62,Senegal,Iraq,2,0,H,Senegal,
127,63,Cabo Verde,Saudi Arabia,0,1,A,Saudi Arabia,
127,64,Uruguay,Spain,0,3,A,Spain,
127,65,Egypt,Iran,0,0,D,,
127,66,New Zealand,Belgium,1,1,D,,
127,67,Panama,England,0,1,A,England,
127,68,Croatia,Ghana,2,1,H,Croatia,
127,69,Colombia,Portugal,0,0,D,,
127,70,DR Congo,Uzbekistan,1,4,A,Uzbekistan,
127,71,Algeria,Austria,2,0,H,Algeria,
127,72,Jordan,Argentina,2,3,A,Argentina,
127,73,Mexico,Switzerland,0,0,D,Switzerland,Mexico
127,74,Brazil,Sweden,5,1,H,Brazil,Sweden
127,75,Germany,Japan,1,1,D,Japan,Germany
127,76,Tunisia,Scotland,1,1,D,Tunisia,Scotland
127,77,Ecuador,Iraq,0,1,A,Iraq,Ecuador
127,78,France,Morocco,2,0,H,France,Morocco
127,79,South Korea,Uruguay,1,2,A,Uruguay,South Korea
127,80,Croatia,Colombia,1,2,A,Colombia,Croatia
127,81,Iran,Algeria,0,0,D,Iran,Algeria
127,82,Paraguay,Canada,0,0,D,Canada,Paraguay
127,83,Uzbekistan,England,0,1,A,England,Uzbekistan
127,84,Spain,Austria,3,2,H,Spain,Austria
127,85,Qatar,Senegal,1,1,D,Senegal,Qatar
127,86,Turkey,Egypt,0,0,D,Egypt,Turkey
127,87,Argentina,Saudi Arabia,2,0,H,Argentina,Saudi Arabia
127,88,Portugal,Panama,1,1,D,Portugal,Panama
127,89,Switzerland,Japan,5,1,H,Switzerland,Japan
127,90,Brazil,Iraq,2,2,D,Brazil,Iraq
127,91,Tunisia,France,0,1,A,France,Tunisia
127,92,Uruguay,Colombia,1,1,D,Colombia,Uruguay
127,93,England,Spain,1,1,D,England,Spain
127,94,Iran,Canada,2,2,D,Canada,Iran
127,95,Egypt,Portugal,2,3,A,Portugal,Egypt
127,96,Senegal,Argentina,1,1,D,Senegal,Argentina
127,97,Switzerland,Brazil,3,0,H,Switzerland,Brazil
127,98,England,Canada,2,1,H,England,Canada
127,99,France,Colombia,2,2,D,France,Colombia
127,100,Portugal,Senegal,2,0,H,Portugal,Senegal
127,101,Switzerland,England,0,0,D,England,Switzerland
127,102,France,Portugal,1,1,D,Portugal,France
127,103,Switzerland,France,1,2,A,France,Switzerland
127,104,England,Portugal,3,2,H,England,Portugal
128,1,Mexico,South Africa,2,2,D,,
128,2,South Korea,Czech Republic,2,2,D,,
128,3,Canada,Bosnia and Herzegovina,1,1,D,,
128,4,USA,Paraguay,2,2,D,,
128,5,Australia,Turkey,2,2,D,,
128,6,Qatar,Switzerland,2,3,A,Switzerland,
128,7,Brazil,Morocco,4,0,H,Brazil,
128,8,Haiti,Scotland,0,0,D,,
128,9,Germany,Curaçao,3,0,H,Germany,
128,10,Netherlands,Japan,0,0,D,,
128,11,Côte d'Ivoire,Ecuador,0,1,A,Ecuador,
128,12,Sweden,Tunisia,1,1,D,,
128,13,Spain,Cabo Verde,2,1,H,Spain,
128,14,Belgium,Egypt,2,0,H,Belgium,
128,15,Saudi Arabia,Uruguay,2,2,D,,
128,16,Iran,New Zealand,2,0,H,Iran,
128,17,Austria,Jordan,1,1,D,,
128,18,France,Senegal,1,1,D,,
128,19,Iraq,Norway,2,3,A,Norway,
128,20,Argentina,Algeria,0,0,D,,
128,21,Portugal,DR Congo,2,6,A,DR Congo,
128,22,England,Croatia,1,0,H,England,
128,23,Ghana,Panama,2,1,H,Ghana,
128,24,Uzbekistan,Colombia,3,3,D,,
128,25,Czech Republic,South Africa,0,2,A,South Africa,
128,26,Switzerland,Bosnia and Herzegovina,2,0,H,Switzerland,
128,27,Canada,Qatar,0,0,D,,
128,28,Mexico,South Korea,2,0,H,Mexico,
